;CO2 Prc;CO2 Vol;Germany_Baseload;BKW;RWE;Verbund
20.11.14;7.84;0;35.25;29.25;26.64;15.465
21.11.14;7.88;0;35.25;29.5;27.28;15.53
24.11.14;7.93;0;35.82;29.75;27.245;15.585
25.11.14;8.01;0;36.1;29.5;28.045;15.755
26.11.14;8.08;0;36.1;29.45;28.99;15.755
27.11.14;7.98;65;35.55;29.45;28.842;15.8
28.11.14;7.91;15;35.5;29.7;29.04;15.96
01.12.14;7.95;0;35.55;29.95;29.335;16.32
02.12.14;7.71;26;35.2;29.45;28.78;16.27
03.12.14;7.75;0;35.2;29.35;29.27;16.35
04.12.14;7.7;0;35.05;29.4;28.76;16.34
05.12.14;7.49;0;34.9;29.2;29.595;16.305
09.12.14;7.58;0;34.8;29.1;28.517;15.84
10.12.14;7.37;0;34.65;29.55;28.191;16.095
11.12.14;7.54;122;34.75;29.4;27.959;15.87
12.12.14;7.45;0;34.7;29.6;26.965;15.45
15.12.14;7.68;24;34.57;29.6;25.884;15.16
16.12.14;7.72;13;34.5;29.5;25.945;15.095
17.12.14;7.79;0;34.3;29.85;26.8;14.79
18.12.14;7.85;0;34.45;29.35;27.125;15.315
19.12.14;7.89;0;34.3;29.25;26.306;15.41
22.12.14;7.92;0;34.11;29.25;26.16;15.44
23.12.14;8.09;0;34.22;29.4;26.276;15.47
29.12.14;8.09;0;33.5;29.45;26.198;15.5
30.12.14;8.06;0;33.1;29.45;25.65;15.295
05.01.15;7.72;0;31.85;29;24.62;14.7
07.01.15;7.56;0;31.65;29.35;24.245;15.49
08.01.15;7.59;0;31.7;30;24.555;15.755
09.01.15;7.48;0;31.6;30.05;23.855;15.5
12.01.15;7.49;0;31.5;30.25;23.14;15.435
13.01.15;8.09;0;32.2;29.4;22.637;15.45
14.01.15;7.96;0;31.9;30;22.205;15.435
15.01.15;7.91;0;31.75;28.7;22.531;15.395
16.01.15;7.92;0;31.65;28.25;23.835;15.525
19.01.15;8;0;31.55;27.9;23.41;15.46
20.01.15;7.95;5;31.75;27.85;23.646;15.72
21.01.15;8.13;17;32;27.4;23.337;15.755
22.01.15;7.51;47;31.65;26.7;23.815;15.89
23.01.15;7.55;0;31.64;27;23.83;15.865
26.01.15;7.6;0;31.7;27.25;23.85;16.075
27.01.15;7.58;0;31.7;27.15;23.8;16.05
28.01.15;7.7;0;32.15;27.2;24.02;16.275
29.01.15;7.79;0;32.25;27.35;24.607;15.83
30.01.15;7.82;0;32.15;27.5;24.515;15.5
02.02.15;7.87;0;32.5;27.6;25.05;15.325
03.02.15;7.8;0;32.4;27.7;24.058;15.73
04.02.15;7.66;0;32.2;27.9;23.598;15.8
05.02.15;7.73;0;32.7;27.85;23.145;15.605
06.02.15;7.69;0;32.6;28.05;23.205;15.85
09.02.15;7.65;0;32.85;28.25;22.618;15.63
10.02.15;7.86;500;32.6;28.4;23.108;15.655
11.02.15;7.99;10;32.95;28.1;23.404;15.765
12.02.15;8.15;419;33.35;28.6;23.61;15.765
13.02.15;8.39;0;33.65;28.7;23.633;15.855
16.02.15;8.4;0;33.75;28.5;23.44;15.75
17.02.15;8.2;10;33.4;28.6;23.927;16.08
18.02.15;8.22;0;32.92;28.25;23.833;15.98
19.02.15;8.06;0;32.65;28.25;23.509;15.99
20.02.15;8.03;0;32.65;28.2;23.485;15.9
23.02.15;8.43;131;32.95;28.65;23.646;16.295
24.02.15;8.16;145;33;30.8;24.531;17
25.02.15;8.09;0;33;31.1;24.996;17.27
26.02.15;7.74;0;32.7;30.5;24.645;16.95
27.02.15;7.77;0;33.1;30.8;25;16.89
02.03.15;7.6;30;32.8;31.85;24.78;16.95
03.03.15;7.37;0;32.6;31.05;24.596;17.125
04.03.15;7.68;0;32.7;31.3;24.43;16.84
05.03.15;7.39;0;32.2;31.25;24.81;17.19
06.03.15;7.43;5;32.2;31;24.3;17.19
09.03.15;7.3;1;32.15;31;24.421;17.055
10.03.15;7.43;0;32.15;30.7;23.675;16.785
11.03.15;7.38;0;32.35;30.45;23.96;16.64
12.03.15;7.03;20;32;30.75;23.734;16.345
13.03.15;7.07;0;32.1;30.95;23.557;16.055
16.03.15;7.11;175;31.85;30.75;23.757;15.95
17.03.15;7.34;0;32.05;30.6;23.62;15.98
18.03.15;7.34;0;32.3;30.75;24.475;16.04
19.03.15;7.27;0;32.15;32.5;24.516;16.175
20.03.15;7.67;0;32.2;33;24.533;16.665
23.03.15;7.67;0;32.3;32.8;24.107;16.54
24.03.15;7.65;0;32.15;33.15;23.942;16.65
25.03.15;7.58;0;32.1;33.35;24.07;16.5
26.03.15;7.57;1;32.34;33.1;24.143;15.775
27.03.15;7.37;12;32.3;33.5;24.008;15.845
30.03.15;7.5;0;32.25;33.6;24.24;15.885
31.03.15;7.54;0;32.2;33.9;23.883;15.58
01.04.15;7.73;19;32.15;34.1;24.051;15.585
02.04.15;7.73;0;32.05;34.3;23.975;15.615
07.04.15;7.69;0;31.78;35.6;24.886;15.64
08.04.15;7.7;0;31.8;35.15;24.823;15.605
09.04.15;7.58;0;31.9;36;25.005;16.125
10.04.15;7.51;0;31.88;35.8;24.915;15.98
13.04.15;7.38;0;31.9;35.85;25;15.97
14.04.15;7.38;0;31.8;35.5;25.05;15.775
15.04.15;7.43;0;32;35.25;25.088;15.9
16.04.15;7.46;0;32.05;35.55;25.1;15.9
17.04.15;7.43;0;31.9;35.3;24.257;15.915
20.04.15;7.73;0;32;36.4;24.695;15.795
21.04.15;7.7;1000;32.05;36.2;24.358;15.75
22.04.15;7.7;519;31.95;36.3;24.04;15.465
23.04.15;7.85;300;32;35.95;23.6;15.425
24.04.15;7.89;0;32.1;36;22.765;15.605
27.04.15;7.76;0;32.05;36.15;22.914;15.47
28.04.15;7.96;14;32.05;36;23.07;15.44
29.04.15;8.07;456;32.1;36.05;22.57;15.15
30.04.15;7.99;250;32;36.75;22.131;15.155
04.05.15;8.18;0;32.05;37.45;22.575;15.145
05.05.15;8.15;12;31.91;37.2;22.108;15.12
06.05.15;8.14;212;31.75;37.35;22.283;15.13
07.05.15;8.04;560;31.55;37.35;22.268;14.935
08.05.15;8.15;1031;31.6;37.35;23.207;15.2
11.05.15;8.23;0;31.7;36.5;23.108;15.17
12.05.15;8.2;0;31.6;35.65;22.805;15.075
13.05.15;8.26;250;31.75;35.8;22.227;15.06
15.05.15;8.18;6;31.7;35.95;21.998;15.015
18.05.15;8.21;0;31.65;36;21.69;14.945
19.05.15;7.98;0;31.45;35.85;22.057;15.17
20.05.15;7.94;0;31.35;35.75;22.26;15.145
21.05.15;7.89;100;31.25;35.9;22.41;15.045
22.05.15;7.89;50;31.3;35.9;22.511;15.08
26.05.15;7.84;15;31.29;35.55;21.977;14.745
27.05.15;7.79;0;31.35;35.4;21.968;14.855
28.05.15;7.8;30;31.4;35.35;21.905;14.585
29.05.15;7.91;0;31.59;35.45;21.216;14.59
01.06.15;7.82;0;31.5;35.45;21.25;14.465
02.06.15;8.03;6;31.72;35.4;21.015;14.325
03.06.15;8.07;500;31.6;35.45;21.53;14.5
05.06.15;7.99;167;31.5;35;20.458;13.92
08.06.15;8.03;0;31.38;34.95;20.058;13.76
09.06.15;8.14;0;31.41;34.45;19.915;13.59
10.06.15;8.15;0;31.45;35.05;20.345;13.905
11.06.15;8.07;24;31.4;35;20.198;13.645
12.06.15;8.16;37;31.55;34.8;19.945;13.68
15.06.15;8.07;0;31.55;34.7;19.645;13.415
16.06.15;7.96;39;31.4;34.95;19.65;13.28
17.06.15;8.03;500;31.45;34.9;19.34;13.39
18.06.15;8.01;0;31.44;35;19.586;13.36
19.06.15;7.97;0;31.55;34.95;19.541;13.415
22.06.15;8.01;0;31.61;35;19.935;13.6
23.06.15;8.03;352;31.8;35.2;19.841;12.995
24.06.15;8.02;0;31.85;35.05;20.152;13.075
25.06.15;8.13;500;32.05;34.45;20.03;13.165
26.06.15;8.07;0;32.15;34.8;19.878;13.195
29.06.15;7.88;0;32;34.65;19.258;13.13
30.06.15;7.96;0;32.1;34.9;19.345;13.04
01.07.15;8.01;0;32.17;35;19.365;13.03
02.07.15;7.97;0;32.05;35;20.313;13.105
03.07.15;7.97;0;31.9;34.6;19.82;13.065
06.07.15;7.9;100;31.8;34.65;19.31;12.915
07.07.15;7.97;0;31.75;34.25;19.26;12.605
08.07.15;7.96;0;31.65;34.15;19.115;12.645
09.07.15;8;0;31.85;34.35;19.31;13.38
10.07.15;8.13;0;31.85;34.35;19.956;14.03
13.07.15;8.32;0;32.07;34.3;19.84;14.005
14.07.15;8.25;0;32;34.3;19.8;13.84
15.07.15;8.29;0;32;34.25;19.809;13.775
16.07.15;8.19;0;32.05;34.2;20.14;13.97
17.07.15;8.27;292;32.12;34.25;19.8;13.98
20.07.15;8.52;5;32.45;34.5;19.883;13.775
21.07.15;8.5;44;32.29;34.5;19.42;13.545
22.07.15;8.49;285;32.3;34.45;19.21;13.745
23.07.15;8.61;0;32.05;34.4;19.075;13.85
24.07.15;8.54;18;32.1;34.45;18.896;13.9
27.07.15;8.55;0;31.9;34.2;18.565;13.75
28.07.15;8.54;12;31.8;34.5;18.651;13.95
29.07.15;8.58;195;31.83;34.55;18.581;14.08
30.07.15;8.39;0;31.8;34.75;18.828;13.99
31.07.15;8.38;0;31.35;35;18.905;14.095
03.08.15;8.47;0;31.3;34.45;19.055;13.895
04.08.15;8.42;0;31.3;34.95;19;13.7
05.08.15;8.34;0;31.3;34.5;19.235;14.025
06.08.15;8.35;0;31.25;34.15;19.302;13.96
07.08.15;8.29;100;30.91;35;19.188;13.85
10.08.15;8.43;0;31;36;19.255;13.84
11.08.15;8.61;1;30.9;35.85;18.72;13.655
12.08.15;8.71;0;30.95;35.5;18.435;13.455
13.08.15;8.71;0;30.95;36.4;16.955;13.45
14.08.15;8.84;0;31.15;35.95;16.47;13.27
17.08.15;8.76;0;30.92;36.1;16.33;13.32
18.08.15;8.79;0;31;36.35;15.7;13.455
19.08.15;8.86;0;30.81;36.4;15.315;13.355
20.08.15;8.88;0;30.65;36;15.15;13.12
21.08.15;8.72;5;30.34;36.25;14.598;12.82
24.08.15;8.69;0;29.79;35.4;13.39;12.47
25.08.15;8.77;0;30;35.8;13.605;12.88
26.08.15;8.62;291;29.86;35.7;13.78;12.635
27.08.15;8.57;0;30.3;36.1;14;12.93
28.08.15;8.63;0;30.5;36.75;13.986;12.9
31.08.15;8.6;0;30.3;36.8;13.375;12.605
01.09.15;8.53;0;30.15;36.1;13.008;12.485
02.09.15;8.64;0;30.2;35.65;12.955;12.405
03.09.15;8.69;0;30.53;36.3;13.168;12.44
04.09.15;8.61;0;30.25;36.1;12.675;12.1
07.09.15;8.6;0;29.85;36.5;12.574;11.715
08.09.15;8.73;0;30.15;37.1;13.357;11.7
09.09.15;8.78;0;30.23;37.1;12.91;11.71
10.09.15;8.79;0;30.3;37.4;12.558;11.755
11.09.15;8.77;0;30.15;37;12.249;11.695
14.09.15;8.74;0;30.02;36.75;11.818;11.71
15.09.15;8.68;135;29.8;36.8;11.495;11.775
16.09.15;8.74;0;29.92;36.9;10.935;11.65
17.09.15;8.73;0;29.92;37.1;11.82;11.835
18.09.15;8.62;0;29.7;37.15;10.895;11.62
21.09.15;8.49;33;29.45;37.05;10.395;11.725
22.09.15;8.52;0;29.5;36.55;9.9;11.585
23.09.15;8.57;0;29.6;37;10.1;11.7
24.09.15;8.5;0;29.35;36.8;9.824;11.605
25.09.15;8.49;0;29.25;37;9.553;11.785
28.09.15;8.41;1100;28.9;37.1;9.219;11.995
29.09.15;8.45;0;28.9;37.2;9.768;11.75
30.09.15;8.63;0;29;37.2;10.18;11.87
01.10.15;8.65;11;29.02;37.4;9.935;11.935
02.10.15;8.62;0;28.9;37.45;10.54;12.185
05.10.15;8.69;268;29.29;37.9;11.345;12.405
06.10.15;8.69;0;29.55;37.85;10.98;12.42
07.10.15;8.58;0;29.43;36.85;11.594;12.495
08.10.15;8.6;0;29.3;37.5;11.69;12.395
09.10.15;8.83;0;29.4;36.75;12.3;12.445
12.10.15;8.78;0;29.09;36.85;13.58;12.695
13.10.15;8.81;0;28.95;37.1;12.61;12.385
14.10.15;8.93;0;28.95;37.1;12.605;12.605
15.10.15;8.92;0;29;37.1;12.22;12.83
16.10.15;8.87;0;28.9;37.1;12.57;13.3
19.10.15;8.82;0;28.85;37.15;12.318;13.365
20.10.15;8.94;0;28.7;37.05;12.4;13.545
21.10.15;8.93;50;28.6;36.95;12.16;13.55
22.10.15;8.96;0;28.73;36.55;12.757;14.07
23.10.15;9.11;0;29.05;36.7;12.868;13.705
27.10.15;9.09;0;29.3;37.1;12.51;13.07
28.10.15;9.05;0;29.3;37.05;12.677;13.115
29.10.15;9.17;0;29.75;37.05;12.068;12.805
30.10.15;9.13;0;29.65;37.55;12.555;12.87
02.11.15;9.09;0;29.4;37.6;13.108;12.96
03.11.15;8.94;0;29.5;37.2;13.28;12.85
04.11.15;8.89;0;29.35;37.05;13.591;13.865
05.11.15;8.95;0;29.31;37.65;13.228;13.85
06.11.15;8.89;0;29.25;37.1;13.42;14
09.11.15;8.81;0;28.88;37.5;12.902;13.85
10.11.15;8.93;0;29.05;37.05;12.429;13.6
11.11.15;8.93;0;28.75;37;12.48;13.595
12.11.15;8.85;0;28.57;37;11.205;13.365
13.11.15;8.88;250;28.55;37;11.198;13.215
16.11.15;9.01;0;28.85;37.15;11.296;13.435
17.11.15;9.1;0;29.2;37.05;11.3;13.61
18.11.15;9.07;0;28.95;36.7;11.455;13.685
19.11.15;9.12;0;29.3;36.8;11.541;13.8
20.11.15;9;0;29;36.75;11.455;13.71
23.11.15;9.05;0;29.05;37.25;10.908;13.405
24.11.15;9.14;0;29.25;37.65;10.74;13.235
25.11.15;9.12;0;29.35;37.15;10.851;13.055
26.11.15;9.07;0;29.4;37.1;11.19;13.175
27.11.15;9.06;0;29.35;37.7;10.88;13.1
30.11.15;9.06;0;29.52;37.7;10.819;13.105
01.12.15;9.04;0;29.39;37.8;12.6;13.235
02.12.15;8.97;0;29.1;37.95;12.329;13.305
03.12.15;9.09;0;29.05;37.7;12.03;13.17
04.12.15;9.02;180;28.95;37.65;11.86;13.095
07.12.15;8.9;0;28.7;37.55;11.354;12.96
09.12.15;8.89;0;28.65;37.35;10.92;12.765
10.12.15;8.84;1;28.6;37.25;11.08;12.455
11.12.15;8.55;149;28.15;37.2;10.71;12.2
14.12.15;8.56;19;28.16;37.65;10.406;12.05
15.12.15;8.68;700;28.27;37.05;10.705;12.39
16.12.15;8.62;0;28.25;37.2;11.2;12.61
17.12.15;8.55;66;28.3;36.8;11.25;12.58
18.12.15;8.54;0;28.15;36.8;11.065;12.2
21.12.15;8.67;0;28.1;36.7;11.405;11.975
22.12.15;8.73;0;28.16;37.45;11.407;11.985
23.12.15;8.69;0;28;38.95;12.056;12.285
28.12.15;8.79;0;28.15;37.95;11.747;12
29.12.15;8.75;0;28.32;38.25;11.628;12.01
30.12.15;8.69;0;28.25;38;11.71;11.86
04.01.16;8.52;0;26.16;37.9;11.077;11.97
05.01.16;8.47;0;25.8;37.5;11.108;12.065
07.01.16;8;50;25.65;36.85;10.705;11.75
08.01.16;7.85;0;25.25;37;10.65;11.425
11.01.16;7.56;0;24.75;36.95;11.28;11.18
12.01.16;7.55;0;24.4;37.5;11.149;10.9
13.01.16;7.69;0;24.55;36.85;11.315;10.765
14.01.16;7.52;275;24.3;36.9;11.498;10.63
15.01.16;7.12;351;23.6;36.9;10.87;10.6
18.01.16;7.16;194;23.75;36.7;10.9;10.36
19.01.16;7.26;153;23.85;36.7;11.83;10.59
20.01.16;6.75;497;23.21;36.35;11.238;10.41
21.01.16;6.6;800;23.25;36.25;11.75;10.555
22.01.16;6.74;200;23.7;36.35;12.105;10.79
25.01.16;6.27;425;23.05;36.2;11.965;10.765
26.01.16;6.46;568;23.55;36.4;12.775;11.15
27.01.16;6.29;78;23.7;36.4;12.7;11.06
28.01.16;6.45;200;23.8;36.7;13.091;11.005
29.01.16;6.42;220;23.45;37.35;12.875;11.155
01.02.16;6.04;207;22.85;37.5;12.775;10.83
02.02.16;6.16;40;23;37.55;12.225;10.8
03.02.16;5.96;200;22.95;37.55;12.36;10.715
04.02.16;5.94;200;22.55;37;12.64;11.235
05.02.16;5.86;1037;22.45;37.5;12.64;10.945
08.02.16;5.53;1150;21.9;37.05;12.265;10.55
09.02.16;5.21;77;21.3;36.7;11.699;10.475
10.02.16;5.13;296;21.35;36.35;11.208;10.34
11.02.16;4.98;250;20.7;36.3;11.015;10.155
12.02.16;5.3;890;21.4;37.25;11.437;10.315
15.02.16;5.04;1000;21.1;37.65;11.896;10.6
16.02.16;4.92;57;20.8;37.55;11.856;10.635
17.02.16;5.32;0;21.15;37.6;10.422;10.8
18.02.16;5.48;6;21.35;38.05;10.475;10.56
19.02.16;5.39;1129;21.35;38.6;10.265;10.49
22.02.16;5.64;930;21.87;38.45;10.79;10.585
23.02.16;5.11;418;21.5;38.5;10.352;10.15
24.02.16;5.07;0;21.4;38.55;10.28;10.17
25.02.16;5.28;90;21.33;38.7;10.428;10.045
26.02.16;5.2;45;21.6;39.35;10.58;10.125
29.02.16;5.2;42;21.47;38.9;10.425;10.035
01.03.16;5.19;0;21.62;39.75;11.108;10.425
02.03.16;5.16;315;21.6;39.3;11.17;10.455
03.03.16;5.09;115;21.7;39.4;11.28;10.555
04.03.16;5.11;244;21.7;39.15;11.258;10.795
07.03.16;5.28;5;22.5;39;11.255;10.765
08.03.16;5.21;10;22.2;39;10.81;10.835
09.03.16;5.26;0;22.4;38.9;10.66;10.78
10.03.16;5.1;202;22;38.65;10.49;10.56
11.03.16;5.19;0;22.18;38.8;10.807;10.62
14.03.16;5.07;0;21.7;38.7;11.14;10.825
15.03.16;5.03;50;21.61;38.7;10.768;10.515
16.03.16;5.13;0;21.85;38.55;10.635;10.41
17.03.16;5.17;6117;22.05;38.35;10.66;10.66
18.03.16;5.11;1011;22.25;38.5;10.95;11.02
21.03.16;5.04;0;22.25;38.55;10.668;10.96
22.03.16;4.99;1;22.01;38.7;10.82;10.895
23.03.16;4.97;500;21.9;38.8;10.764;10.785
24.03.16;5.02;0;22.07;39.15;10.875;10.635
29.03.16;4.95;0;21.95;39.15;10.795;10.645
30.03.16;5.13;500;22.15;40.3;11.27;11.195
31.03.16;5.38;3606;22.5;40.4;11.306;11.23
01.04.16;5.36;150;22.42;40.75;11.328;11.265
04.04.16;5.5;200;22.45;40.8;11.545;11.15
05.04.16;5.41;1400;22.25;40.8;11.13;11.175
06.04.16;5.48;139;22.4;40.6;11.044;11.02
07.04.16;5.45;352;22.1;41;10.976;11.165
08.04.16;5.6;0;22.33;40.8;11.57;11.16
11.04.16;5.76;0;22.65;40.95;11.79;11.395
12.04.16;5.78;2;22.75;40.75;11.759;11.56
13.04.16;5.72;0;22.7;41;11.89;11.64
14.04.16;5.79;600;23.1;41.5;11.935;11.59
15.04.16;5.65;165;23.2;41.7;12.024;11.89
18.04.16;5.65;0;23.35;41.65;11.928;11.855
19.04.16;5.75;0;23.6;41.9;12.425;11.73
20.04.16;5.72;201;23.6;41.95;12.485;11.66
21.04.16;5.93;1400;24.22;41.8;12.571;11.86
22.04.16;6.15;1300;24.65;41.95;12.745;11.955
25.04.16;6.09;460;24.65;41.65;12.5;11.6
26.04.16;6.81;301;25.85;41.7;12.455;11.91
27.04.16;7.03;500;25.7;41.55;13.177;12.105
28.04.16;6.53;295;24.7;41.4;12.825;12.1
29.04.16;6.37;675;24.65;41.7;13.06;12.2
02.05.16;6.31;0;23.95;41.8;12.765;12.145
03.05.16;6.18;100;24.05;41.8;12.105;11.925
04.05.16;6.32;160;24.4;42.35;11.568;11.85
06.05.16;6.04;368;24.43;42.6;11.887;12.09
09.05.16;5.89;29;24;42.6;11.605;11.81
10.05.16;6.09;9;24.25;42;11.865;12.075
11.05.16;6.21;250;24.35;42.1;11.385;11.93
12.05.16;5.98;995;24.25;42.15;12.3;11.85
13.05.16;6.04;584;24.35;41.75;12.235;11.75
17.05.16;6.23;1067;25.31;41.75;11.748;11.71
18.05.16;6.24;1074;25.25;41.15;11.675;11.46
19.05.16;6.18;25;25;41.25;11.388;11.39
20.05.16;6.15;900;25.1;41.65;11.471;11.58
23.05.16;5.92;550;24.71;41.2;11.326;11.68
24.05.16;5.98;950;24.85;41.8;11.39;11.775
25.05.16;6.05;2;25.15;41.9;11.645;11.96
27.05.16;6.23;900;25.8;42.35;11.939;12.17
30.05.16;6.31;150;26.05;42.2;12.055;12.1
31.05.16;6.29;600;26.28;42.2;11.725;12.27
01.06.16;6.16;500;26.2;42.05;11.425;12.3
02.06.16;6.21;450;26.55;42.75;11.628;12.28
03.06.16;6.13;450;26.7;42.95;12.095;12.44
06.06.16;6.39;250;27.7;43.2;12.545;12.64
07.06.16;6.29;730;27.3;43.65;12.795;13
08.06.16;6.27;62;26.95;43.4;13.186;13.2
09.06.16;6.28;560;26.8;43;13.307;13.44
10.06.16;6.13;1840;26.4;42.9;12.815;13.075
13.06.16;6.03;94;26.4;42.9;12.345;12.565
14.06.16;6.03;550;26.6;42.6;11.875;12.08
15.06.16;6.08;211;26.95;43;12.045;12.225
16.06.16;5.88;22;27;42.95;12.095;12.115
17.06.16;5.84;672;27.31;42.55;12.516;12.625
20.06.16;6.02;0;28.5;43.2;13.028;13.265
21.06.16;5.72;175;27.2;43.15;13.145;13.13
22.06.16;5.86;322;27.8;43.35;13.311;12.925
23.06.16;5.81;250;27.65;43.2;13.75;12.83
24.06.16;5.12;468;26.8;42.6;12.46;12.245
27.06.16;4.93;551;25.95;41.2;12.195;12.205
28.06.16;4.86;115;25.95;42.15;12.818;12.26
29.06.16;4.69;436;26.15;43.2;13.18;12.49
30.06.16;4.64;89;26.4;43.3;14.268;12.71
01.07.16;4.79;267;27.3;43.3;14.27;12.625
04.07.16;5.13;243;28.1;43.4;14.805;12.685
05.07.16;4.87;99;27.4;43.1;14.38;12.53
06.07.16;4.75;267;27.1;43.15;14.078;12.38
07.07.16;4.74;343;27.25;43.35;14.557;12.585
08.07.16;4.71;295;27;43.35;14.879;12.805
11.07.16;4.58;870;26.38;43.9;15.035;13
12.07.16;4.78;752;27.45;44.05;15.212;12.935
13.07.16;4.94;20;27.5;43.7;15.921;12.98
14.07.16;4.93;227;27.5;43.7;15.788;13.125
15.07.16;5.08;204;28.35;43.75;15.609;13.305
18.07.16;5;0;27.8;43.4;15.82;13.78
19.07.16;4.82;117;27.55;43.4;15.564;13.79
20.07.16;4.83;17;27.7;43.5;15.662;13.785
21.07.16;4.8;110;27.58;43.8;15.757;13.865
22.07.16;4.71;100;27.3;43.8;15.73;13.93
25.07.16;4.75;350;27.2;43.9;15.777;14.245
26.07.16;4.67;15;27.43;43.9;15.895;13.99
27.07.16;4.69;0;27.75;44.1;15.878;13.995
28.07.16;4.64;83;27.6;44.4;15.84;14.01
29.07.16;4.58;612;27.5;44.5;15.871;14
02.08.16;4.57;25;26.85;44.1;15.064;13.96
03.08.16;4.79;0;27;44.4;15.21;13.975
04.08.16;4.84;2;26.45;44.85;15.361;14.075
05.08.16;4.87;0;26.08;44.45;15.035;13.785
08.08.16;5.1;0;26.85;44.15;15.395;13.98
09.08.16;5.03;194;26.9;44.6;15.54;14.12
10.08.16;4.92;40;26.55;44.5;15.018;14.2
11.08.16;5.03;482;26.8;44.95;15.56;14.155
12.08.16;5.05;0;27.14;44.75;15.38;13.755
16.08.16;4.83;70;26.75;45.45;15.21;13.645
17.08.16;4.63;91;26.7;44.7;14.885;13.705
18.08.16;4.84;105;26.36;44.35;14.895;13.825
19.08.16;4.92;34;26;43.7;14.48;13.465
22.08.16;5.05;0;26.05;43.4;14.6;13.665
23.08.16;4.86;304;25.85;44.4;14.594;13.59
24.08.16;4.75;41;25.82;43.5;14.595;13.675
25.08.16;4.85;30;25.85;44.05;14.58;13.86
26.08.16;4.83;16;25.98;44.1;14.69;14.105
29.08.16;4.83;0;25.95;43.9;14.777;13.99
30.08.16;4.68;20;26.25;44.9;14.75;14.01
31.08.16;4.6;241;26;45;14.605;13.85
01.09.16;4.52;165;25.75;44;14.316;13.985
02.09.16;4.22;162;25.75;44.85;15.04;13.84
05.09.16;4.05;415;25.95;45.4;15.174;13.985
06.09.16;4.26;59;26.05;45.75;15.105;14.28
07.09.16;4.14;132;25.8;45.8;15.133;14.225
08.09.16;4.21;85;25.33;46.2;15.145;14.165
09.09.16;4.21;300;25.3;46.35;14.79;14.135
12.09.16;4.16;64;25.3;46.2;14.805;13.9
13.09.16;4.16;37;25.45;45.95;14.55;13.955
14.09.16;4.11;47;25.4;45.5;14.675;13.72
15.09.16;4.27;26;26;45.5;14.585;13.82
16.09.16;4.49;20;26.25;45.55;14.36;13.705
19.09.16;4.53;16;26.8;46.15;14.66;13.92
20.09.16;4.29;0;26.5;45.9;14.645;13.835
21.09.16;4.34;1109;26.95;45.65;14.66;13.845
22.09.16;4.55;0;27.05;45.8;15.12;14.125
23.09.16;4.67;1110;27.7;46.25;14.932;14.135
26.09.16;4.75;1000;28.1;46.25;14.72;13.975
27.09.16;4.55;706;27.55;45.9;14.56;14.1
28.09.16;5.07;99;29.5;45.6;14.949;14.25
29.09.16;5.15;109;29.35;46.1;15.158;14.945
30.09.16;5.08;86;28.75;46.55;15.36;14.85
03.10.16;5.43;102;29.8;46.6;15.32;14.855
04.10.16;5.34;1222;30;46.6;15.159;15.05
05.10.16;5.61;1148;30.4;45.4;14.728;14.995
06.10.16;6;619;31.3;45.85;14.494;14.975
07.10.16;5.82;100;30.5;45.85;13.324;14.74
10.10.16;5.8;161;29.75;45.5;13.308;14.57
11.10.16;5.56;1798;29.05;46;13.551;14.64
12.10.16;5.64;932;30.15;45.85;13.6;14.705
13.10.16;5.77;1021;30.25;45.5;13.515;14.69
14.10.16;5.93;227;31;45.6;13.95;14.975
17.10.16;5.99;46;31.5;45.75;13.825;14.88
18.10.16;6.07;31;32.55;46.3;14.301;15.125
19.10.16;5.79;463;31.4;46.3;14.181;14.95
20.10.16;5.69;387;30.95;46.6;14.17;14.915
21.10.16;6;96;31.7;46.7;14.03;14.2
24.10.16;5.92;151;32.2;46.6;14.01;14.615
25.10.16;5.92;420;32.4;46.25;14.062;14.6
27.10.16;5.91;452;32.8;46.2;14.138;14.585
28.10.16;5.99;83;33.08;46.2;14.025;15.175
31.10.16;6.01;0;33.85;46.05;14.45;15.205
02.11.16;6.35;283;34.99;45.9;13.785;15.44
03.11.16;6.61;218;35.25;46.1;14.043;15.78
04.11.16;6.52;34;34.8;45.3;13.845;15.65
07.11.16;6.35;137;34.55;45.05;14.022;15.635
08.11.16;6.27;34;34.3;45.85;13.723;15.695
09.11.16;6.25;181;34.67;45.5;13.458;15.08
10.11.16;6.04;6;34.35;45.6;12.774;14.485
11.11.16;5.79;15;33.6;45.4;12.38;14.545
14.11.16;5.52;81;32;45.45;11.942;14.45
15.11.16;5.85;98;32.35;45.6;12.225;14.7
16.11.16;5.66;74;31.6;45.2;12.234;14.595
17.11.16;6.01;7671;31.25;44.6;12.084;13.9
18.11.16;5.69;92;30.75;45.2;11.758;13.79
21.11.16;5.6;89;30.78;44.8;11.883;13.87
22.11.16;5.62;139;31.8;44.8;12.02;13.985
23.11.16;5.49;114;30.95;44.55;11.884;13.985
24.11.16;5.45;875;31.2;44.1;11.705;13.87
25.11.16;5.11;87;30.95;44.1;11.784;13.835
28.11.16;4.85;147;31.15;44.4;11.603;13.845
29.11.16;4.67;97;31.15;44.85;12;13.845
30.11.16;4.68;1606;31.55;46;11.865;13.79
01.12.16;4.56;1036;30.95;45.7;11.555;13.65
02.12.16;4.4;152;29.85;45.6;11.6;13.71
05.12.16;4.48;635;29.1;45.55;11.726;13.655
06.12.16;4.6;127;28.15;46;11.99;13.4
